Categoría,Marca,Nombre,Presentación,Comercio,Sucursal,Dirección,Localidad,Provincia,Precio de lista
toallitas,KOTEX,Toalla Femenina Especial con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,8 - VÉLEZ SÁRSFIELD,Av Rivadavia 8875,CAPITAL FEDERAL,CABA,3875.00
toallitas,KOTEX,Toalla Femenina Especial con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,513 - VILLA LURO,Av Rivadavia 10060 (Villa Luro) ,CAPITAL FEDERAL,CABA,3875.00
toallitas,KOTEX,Toalla Femenina Especial con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,505 - LINIERS,Av Rivadavia 10536 (Liniers) ,CAPITAL FEDERAL,CABA,3875.00
toallitas,KOTEX,Toalla Femenina Especial con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,953 - LINIERS,Av Rivadavia 10872/74 ,CAPITAL FEDERAL,CABA,3875.00
toallitas,KOTEX,Toalla Femenina Especial con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,481 - BALVANERA,Av Rivadavia 2089 (Balvanera) ,CAPITAL FEDERAL,CABA,3875.00
toallitas,KOTEX,Toalla Femenina Especial con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,470 - MONSERRAT,Av Rivadavia 674 (San Nicolas) ,CAPITAL FEDERAL,CABA,3875.00
toallitas,KOTEX,Toalla Femenina Especial con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,390 - FLORES,Av Rivadavia 7370 (Flores) ,CAPITAL FEDERAL,CABA,3875.00
toallitas,KOTEX,Toalla Femenina Especial con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,383 - MATADEROS,Av Rivadavia 8378 (Velez Sarsfield) ,CAPITAL FEDERAL,CABA,3875.00
toallitas,KOTEX,Toalla Femenina Especial con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,498 - SAAVEDRA,Av Ruis Huidobro 3942/44 (Saavedra) ,CAPITAL FEDERAL,CABA,3875.00
toallitas,KOTEX,Toalla Femenina Especial con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,271 - SAN CRISTÓBAL,Av San Juan 1932,CAPITAL FEDERAL,CABA,3875.00
toallitas,KOTEX,Toalla Femenina Especial con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,254 - BOEDO,Av San Juan 4231,CAPITAL FEDERAL,CABA,3875.00
toallitas,KOTEX,Toalla Femenina Especial con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,124 - BOEDO,Av San Juan 3153,CAPITAL FEDERAL,CABA,3875.00
toallitas,KOTEX,Toalla Femenina Especial con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,5 - SAN CRISTÓBAL,Av San Juan 2641,CAPITAL FEDERAL,CABA,3875.00
toallitas,KOTEX,Toalla Femenina Especial con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,532 - CONSTITUCIÓN,Av San Juan 1261(Constitucion) ,CAPITAL FEDERAL,CABA,3875.00
toallitas,KOTEX,Toalla Femenina Especial con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,475 - RETIRO,Av San Martin 1372 (Caballito) ,CAPITAL FEDERAL,CABA,3875.00
toallitas,KOTEX,Toalla Femenina Especial con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,560 - VILLA DEL PARQUE,Av San Martin 4162 (Villa Del Parque) ,CAPITAL FEDERAL,CABA,3875.00
toallitas,KOTEX,Toalla Femenina Especial con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,570 - CAPITAL FEDERAL,Av San Martin 7305 (Villa Devoto) ,CAPITAL FEDERAL,CABA,3875.00
toallitas,KOTEX,Toalla Femenina Especial con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,628 - CAPITAL FEDERAL,Av San Pedrito 662,CAPITAL FEDERAL,CABA,3875.00
toallitas,KOTEX,Toalla Femenina Especial con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,300 - PALERMO,Av Santa Fe 5222,CAPITAL FEDERAL,CABA,3875.00
toallitas,KOTEX,Toalla Femenina Especial con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,562 - PALERMO,Av Santa Fe 4012 (Palermo) ,CAPITAL FEDERAL,CABA,3875.00
toallitas,KOTEX,Toalla Femenina Especial con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,1091 - PALERMO,Av Santa Fe 4550 (Palermo) ,CAPITAL FEDERAL,CABA,3875.00
toallitas,KOTEX,Toalla Femenina Especial con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,497 - RETIRO,Av Santa Fe 927 (Retiro) ,CAPITAL FEDERAL,CABA,3875.00
toallitas,KOTEX,Toalla Femenina Especial con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,217 - VÉLEZ SÁRSFIELD,Av Segurola 456,CAPITAL FEDERAL,CABA,3875.00
toallitas,KOTEX,Toalla Femenina Especial con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,461 - FLORESTA,Av Segurola 1438 (Floresta) ,CAPITAL FEDERAL,CABA,3875.00
toallitas,KOTEX,Toalla Femenina Especial con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,561 - CAPITAL FEDERAL,Av Segurola 1720 (Villa Del Parque) ,CAPITAL FEDERAL,CABA,3875.00
toallitas,KOTEX,Toalla Femenina Especial con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,117 - VILLA URQUIZA,Av Triunvirato 5480,CAPITAL FEDERAL,CABA,3875.00
toallitas,KOTEX,Toalla Femenina Especial con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,501 - VILLA ORTÚZAR,Av Triunvirato 3551 (Villa Urtuzar ) ,CAPITAL FEDERAL,CABA,3875.00
toallitas,KOTEX,Toalla Femenina Especial con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,412 - VILLA URQUIZA,Av Triunvirato 4933 ( Villa Urquiza) ,CAPITAL FEDERAL,CABA,3875.00
toallitas,KOTEX,Toalla Femenina Especial con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,684 - CAPITAL FEDERAL,Av Varela 1078,CAPITAL FEDERAL,CABA,3875.00
toallitas,KOTEX,Toalla Femenina Especial con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,205 - FLORES,Av Varela 1189,CAPITAL FEDERAL,CABA,3875.00
toallitas,KOTEX,Toalla Femenina Especial con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,1086 - BARRACAS,Av Velez Sarsfield 1572 (Barracas) ,CAPITAL FEDERAL,CABA,3875.00
toallitas,KOTEX,Toalla Femenina Especial con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,555 - BARRACAS,Av Velez Sarsfield 472(Barracas) ,CAPITAL FEDERAL,CABA,3875.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,387 - PARQUE AVELLANEDA,Av Olivera 1268 (Villa Lugano) ,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,586 - MONSERRAT,Av Paseo Colon 464 (Monserrat) ,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,208 - CABALLITO,Av Pedro Goyena 1373,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,1526 - MATADEROS,Av Peron 7228 (Mataderos) ,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,1066 - VILLA LUGANO,Av Piedrabuena 3941,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,644 - CAPITAL FEDERAL,Av Pte.Juan Domingo Peròn 4279,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,384 - BALVANERA,Av Pueyrredon 576 (Balvanera) ,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,408 - PALERMO,Av Raul Scalabrini Ortiz 1647 (Palermo) ,CAPITAL FEDERAL,CABA,15698.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,360 - LA BOCA,Av Reg.De Patricios 1214 (Barracas) ,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,209 - BARRACAS,Av Regimiento De Patricios 795,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,611 - CAPITAL FEDERAL,Av Ricardo Balbin 2519,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,530 - VILLA LUGANO,Av Riestra 5398 (Villa Lugano) ,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,727 - VILLA LUGANO,Av Riestra 5726 ,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,531 - VILLA LUGANO,Av Riestra 6148 (Villa Lugano) ,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,686 - CAPITAL FEDERAL,Av Rivadavia 9150,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,355 - BALVANERA,Av Rivadavia 3050,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,189 - ALMAGRO,Av Rivadavia 3566,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,27 - FLORESTA,Av Rivadavia 7850,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,8 - VÉLEZ SÁRSFIELD,Av Rivadavia 8875,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,513 - VILLA LURO,Av Rivadavia 10060 (Villa Luro) ,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,505 - LINIERS,Av Rivadavia 10536 (Liniers) ,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,953 - LINIERS,Av Rivadavia 10872/74 ,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,481 - BALVANERA,Av Rivadavia 2089 (Balvanera) ,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,470 - MONSERRAT,Av Rivadavia 674 (San Nicolas) ,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,390 - FLORES,Av Rivadavia 7370 (Flores) ,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,383 - MATADEROS,Av Rivadavia 8378 (Velez Sarsfield) ,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,498 - SAAVEDRA,Av Ruis Huidobro 3942/44 (Saavedra) ,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,271 - SAN CRISTÓBAL,Av San Juan 1932,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,254 - BOEDO,Av San Juan 4231,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,124 - BOEDO,Av San Juan 3153,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,5 - SAN CRISTÓBAL,Av San Juan 2641,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,532 - CONSTITUCIÓN,Av San Juan 1261(Constitucion) ,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,475 - RETIRO,Av San Martin 1372 (Caballito) ,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,560 - VILLA DEL PARQUE,Av San Martin 4162 (Villa Del Parque) ,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,570 - CAPITAL FEDERAL,Av San Martin 7305 (Villa Devoto) ,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,628 - CAPITAL FEDERAL,Av San Pedrito 662,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,300 - PALERMO,Av Santa Fe 5222,CAPITAL FEDERAL,CABA,15698.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,562 - PALERMO,Av Santa Fe 4012 (Palermo) ,CAPITAL FEDERAL,CABA,15698.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,1091 - PALERMO,Av Santa Fe 4550 (Palermo) ,CAPITAL FEDERAL,CABA,15698.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,497 - RETIRO,Av Santa Fe 927 (Retiro) ,CAPITAL FEDERAL,CABA,15698.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,217 - VÉLEZ SÁRSFIELD,Av Segurola 456,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,461 - FLORESTA,Av Segurola 1438 (Floresta) ,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,561 - CAPITAL FEDERAL,Av Segurola 1720 (Villa Del Parque) ,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,117 - VILLA URQUIZA,Av Triunvirato 5480,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,501 - VILLA ORTÚZAR,Av Triunvirato 3551 (Villa Urtuzar ) ,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,412 - VILLA URQUIZA,Av Triunvirato 4933 ( Villa Urquiza) ,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,684 - CAPITAL FEDERAL,Av Varela 1078,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,205 - FLORES,Av Varela 1189,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,1086 - BARRACAS,Av Velez Sarsfield 1572 (Barracas) ,CAPITAL FEDERAL,CABA,15390.00
toallitas,PLENITUD FEMME,Toalla Femenina Nocturna sin Alas Plenitud Femme 8 Un,8.0 un,DIA Argentina S.A,555 - BARRACAS,Av Velez Sarsfield 472(Barracas) ,CAPITAL FEDERAL,CABA,15390.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,387 - PARQUE AVELLANEDA,Av Olivera 1268 (Villa Lugano) ,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,586 - MONSERRAT,Av Paseo Colon 464 (Monserrat) ,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,208 - CABALLITO,Av Pedro Goyena 1373,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,1526 - MATADEROS,Av Peron 7228 (Mataderos) ,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,1066 - VILLA LUGANO,Av Piedrabuena 3941,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,644 - CAPITAL FEDERAL,Av Pte.Juan Domingo Peròn 4279,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,384 - BALVANERA,Av Pueyrredon 576 (Balvanera) ,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,408 - PALERMO,Av Raul Scalabrini Ortiz 1647 (Palermo) ,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,360 - LA BOCA,Av Reg.De Patricios 1214 (Barracas) ,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,209 - BARRACAS,Av Regimiento De Patricios 795,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,611 - CAPITAL FEDERAL,Av Ricardo Balbin 2519,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,530 - VILLA LUGANO,Av Riestra 5398 (Villa Lugano) ,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,727 - VILLA LUGANO,Av Riestra 5726 ,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,531 - VILLA LUGANO,Av Riestra 6148 (Villa Lugano) ,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,686 - CAPITAL FEDERAL,Av Rivadavia 9150,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,355 - BALVANERA,Av Rivadavia 3050,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,189 - ALMAGRO,Av Rivadavia 3566,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,27 - FLORESTA,Av Rivadavia 7850,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,8 - VÉLEZ SÁRSFIELD,Av Rivadavia 8875,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,513 - VILLA LURO,Av Rivadavia 10060 (Villa Luro) ,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,505 - LINIERS,Av Rivadavia 10536 (Liniers) ,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,953 - LINIERS,Av Rivadavia 10872/74 ,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,481 - BALVANERA,Av Rivadavia 2089 (Balvanera) ,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,470 - MONSERRAT,Av Rivadavia 674 (San Nicolas) ,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,390 - FLORES,Av Rivadavia 7370 (Flores) ,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,383 - MATADEROS,Av Rivadavia 8378 (Velez Sarsfield) ,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,498 - SAAVEDRA,Av Ruis Huidobro 3942/44 (Saavedra) ,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,271 - SAN CRISTÓBAL,Av San Juan 1932,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,254 - BOEDO,Av San Juan 4231,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,124 - BOEDO,Av San Juan 3153,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,5 - SAN CRISTÓBAL,Av San Juan 2641,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,532 - CONSTITUCIÓN,Av San Juan 1261(Constitucion) ,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,475 - RETIRO,Av San Martin 1372 (Caballito) ,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,560 - VILLA DEL PARQUE,Av San Martin 4162 (Villa Del Parque) ,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,570 - CAPITAL FEDERAL,Av San Martin 7305 (Villa Devoto) ,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,628 - CAPITAL FEDERAL,Av San Pedrito 662,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,300 - PALERMO,Av Santa Fe 5222,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,562 - PALERMO,Av Santa Fe 4012 (Palermo) ,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,1091 - PALERMO,Av Santa Fe 4550 (Palermo) ,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,497 - RETIRO,Av Santa Fe 927 (Retiro) ,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,217 - VÉLEZ SÁRSFIELD,Av Segurola 456,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,461 - FLORESTA,Av Segurola 1438 (Floresta) ,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,561 - CAPITAL FEDERAL,Av Segurola 1720 (Villa Del Parque) ,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,117 - VILLA URQUIZA,Av Triunvirato 5480,CAPITAL FEDERAL,CABA,5940.00
toallitas,KOTEX,Toalla Femenina Normal con Alas Kotex 16 Un,16.0 un,DIA Argentina S.A,501 - VILLA ORTÚZAR,Av Triunvirato 3551 (Villa Urtuzar ) ,CAPITAL FEDERAL,CABA,5940.00
